workerid,proliferate.condition,condition,first_response_value,item,item_number,item_type,response,sentence,sentence_id,trial_sequence_total,wrong_attempts,error
5253,Experiment Group,null,,7,,,0.98,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,24,,
5219,Experiment Group,,,,practice_good,practice_good,1,,,0,0,
5219,Experiment Group,,,,practice_bad,practice_bad,0,,,0,0,
5219,Experiment Group,filler_good,,8007,,,1,Valerie attempted to cancel her magazine subscription.,8007,1,,
5219,Experiment Group,null,,12,,,1,Derek supports the directors who you suppose approved the proposal that evening.,1122,2,,
5219,Experiment Group,filler_bad,,9001,,,0,John was kissed John.,9001,3,,
5219,Experiment Group,that,,6,,,1,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,4,,
5219,Experiment Group,that,,7,,,1,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,5,,
5219,Experiment Group,filler_bad,,9004,,,1,The student was punished the student.,9004,6,,
5219,Experiment Group,null,,1,,,1,Julia knows the students who you believe submitted the assignment on time.,1012,7,,
5219,Experiment Group,filler_good,,8011,,,1,It seems to Nathan that Keith finished the work efficiently.,8011,8,,
5219,Experiment Group,null,,11,,,1,Paul visits the technicians who we claim processed the application earlier today.,1112,9,,
5219,Experiment Group,filler_bad,,9005,,,1,Who was that the principal would fire expected by the reporters?,9005,10,,
5219,Experiment Group,filler_good,,8002,,,1,Barry likes drinking milkshakes. ,8002,11,,
5219,Experiment Group,that,,5,,,1,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,12,,
5219,Experiment Group,filler_bad,,9011,,,1,"Refuse to write, Maria did the article.",9011,13,,
5219,Experiment Group,that,,2,,,1,Mary recognizes the employees who we think that completed the report very early.,1021,14,,
5219,Experiment Group,filler_good,,8006,,,1,Tommy attempted to take a picture.,8006,15,,
5219,Experiment Group,null,,4,,,1,Kate calls the workers who you say filed the complaint this week.,1042,16,,
5219,Experiment Group,filler_good,,8004,,,1,Ali hates missing work. ,8004,17,,
5219,Experiment Group,that,,8,,,1,Charles notices the experts who you think that updated the software last month.,1081,18,,
5219,Experiment Group,filler_bad,,9007,,,1,Who was that Martian kidnapped believed by no one?,9007,19,,
5219,Experiment Group,null,,9,,,1,Ben respects the professors who we assume established the system long ago.,1092,20,,
5219,Experiment Group,null,,10,,,1,Daniel remembers the agents who you say archived the document pretty efficiently.,1102,21,,
5219,Experiment Group,filler_good,,8003,,,1,Lisa likes taking vacations.,8003,22,,
5219,Experiment Group,that,,3,,,1,Sophia identifies the researchers who we assume that published the article last year.,1031,23,,
5219,Experiment Group,filler_bad,,9008,,,0,Who is that the jail must release accepted by few citizens?,9008,24,,
5331,Experiment Group,,,,practice_good,practice_good,0.88,,,0,0,
5331,Experiment Group,,,,practice_bad,practice_bad,0.04,,,0,0,
5331,Experiment Group,null,,6,,,0.19,Emily meets the colleagues who you suppose finalized the plan right away.,1062,1,,
5331,Experiment Group,filler_bad,,9001,,,0.01,John was kissed John.,9001,2,,
5331,Experiment Group,that,,9,,,0.02,Ben respects the professors who we assume that established the system long ago.,1091,3,,
5331,Experiment Group,filler_good,,8001,,,0.9,Joshua hates eating sushi. ,8001,4,,
5331,Experiment Group,that,,10,,,0.2,Daniel remembers the agents who you say that archived the document pretty efficiently.,1101,5,,
5331,Experiment Group,filler_bad,,9002,,,0,The money was stolen the money.,9002,6,,
5331,Experiment Group,null,,2,,,0.74,Mary recognizes the employees who we think completed the report very early.,1022,7,,
5331,Experiment Group,filler_good,,8006,,,0.93,Tommy attempted to take a picture.,8006,8,,
5331,Experiment Group,filler_good,,8003,,,0.93,Lisa likes taking vacations.,8003,9,,
5331,Experiment Group,that,,7,,,0.16,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,10,,
5331,Experiment Group,null,,11,,,0.11,Paul visits the technicians who we claim processed the application earlier today.,1112,11,,
5331,Experiment Group,filler_bad,,9010,,,0.01,"Want to eat, James did the pie.",9010,12,,
5331,Experiment Group,filler_good,,8011,,,0.84,It seems to Nathan that Keith finished the work efficiently.,8011,13,,
5331,Experiment Group,null,,4,,,0.15,Kate calls the workers who you say filed the complaint this week.,1042,14,,
5331,Experiment Group,that,,1,,,0.2,Julia knows the students who you believe that submitted the assignment on time.,1011,15,,
5331,Experiment Group,filler_bad,,9009,,,0.03,"Promise to wash, Neal did the car.",9009,16,,
5331,Experiment Group,filler_bad,,9007,,,0.09,Who was that Martian kidnapped believed by no one?,9007,17,,
5331,Experiment Group,that,,8,,,0.16,Charles notices the experts who you think that updated the software last month.,1081,18,,
5331,Experiment Group,filler_good,,8009,,,0.72,It seems to Carla that Robert studied for the test effectively.,8009,19,,
5331,Experiment Group,null,,3,,,0.63,Sophia identifies the researchers who we assume published the article last year.,1032,20,,
5331,Experiment Group,null,,12,,,0.4,Derek supports the directors who you suppose approved the proposal that evening.,1122,21,,
5331,Experiment Group,that,,5,,,0.3,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,22,,
5331,Experiment Group,filler_bad,,9008,,,0.22,Who is that the jail must release accepted by few citizens?,9008,23,,
5331,Experiment Group,filler_good,,8008,,,0.94,Joey attempted to escape through a window. ,8008,24,,
5250,Experiment Group,,,,practice_good,practice_good,1,,,0,0,
5250,Experiment Group,,,,practice_bad,practice_bad,0.06,,,0,0,
5250,Experiment Group,that,,7,,,0.35,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,1,,
5250,Experiment Group,filler_bad,,9006,,,0.15,What was that the movers would break feared by the family?,9006,2,,
5250,Experiment Group,filler_good,,8011,,,0.99,It seems to Nathan that Keith finished the work efficiently.,8011,3,,
5250,Experiment Group,null,,11,,,0.91,Paul visits the technicians who we claim processed the application earlier today.,1112,4,,
5250,Experiment Group,filler_good,,8010,,,0.88,It seems to Dave that Gregory left deliberately. ,8010,5,,
5250,Experiment Group,that,,12,,,0.41,Derek supports the directors who you suppose that approved the proposal that evening.,1121,6,,
5250,Experiment Group,null,,10,,,0.81,Daniel remembers the agents who you say archived the document pretty efficiently.,1102,7,,
5250,Experiment Group,filler_bad,,9008,,,0.11,Who is that the jail must release accepted by few citizens?,9008,8,,
5250,Experiment Group,filler_good,,8005,,,0.99,Vivian attempted to write short stories.,8005,9,,
5250,Experiment Group,that,,8,,,0.37,Charles notices the experts who you think that updated the software last month.,1081,10,,
5250,Experiment Group,filler_bad,,9005,,,0.26,Who was that the principal would fire expected by the reporters?,9005,11,,
5250,Experiment Group,null,,1,,,0.83,Julia knows the students who you believe submitted the assignment on time.,1012,12,,
5250,Experiment Group,that,,3,,,0.48,Sophia identifies the researchers who we assume that published the article last year.,1031,13,,
5250,Experiment Group,filler_good,,8001,,,1,Joshua hates eating sushi. ,8001,14,,
5250,Experiment Group,null,,6,,,0.8,Emily meets the colleagues who you suppose finalized the plan right away.,1062,15,,
5250,Experiment Group,filler_bad,,9004,,,0.14,The student was punished the student.,9004,16,,
5250,Experiment Group,filler_bad,,9012,,,0.3,"Tried to bury, Kimberly did the treasure chest.",9012,17,,
5250,Experiment Group,null,,5,,,0.64,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,18,,
5250,Experiment Group,that,,4,,,0.41,Kate calls the workers who you say that filed the complaint this week.,1041,19,,
5250,Experiment Group,filler_good,,8008,,,1,Joey attempted to escape through a window. ,8008,20,,
5250,Experiment Group,that,,2,,,0.37,Mary recognizes the employees who we think that completed the report very early.,1021,21,,
5250,Experiment Group,filler_good,,8007,,,1,Valerie attempted to cancel her magazine subscription.,8007,22,,
5250,Experiment Group,null,,9,,,0.78,Ben respects the professors who we assume established the system long ago.,1092,23,,
5250,Experiment Group,filler_bad,,9009,,,0.32,"Promise to wash, Neal did the car.",9009,24,,
5235,Experiment Group,,,,practice_good,practice_good,0.94,,,0,0,
5235,Experiment Group,,,,practice_bad,practice_bad,0.16,,,0,0,
5235,Experiment Group,filler_good,,8011,,,0.87,It seems to Nathan that Keith finished the work efficiently.,8011,1,,
5235,Experiment Group,filler_bad,,9002,,,0.07,The money was stolen the money.,9002,2,,
5235,Experiment Group,null,,2,,,0.74,Mary recognizes the employees who we think completed the report very early.,1022,3,,
5235,Experiment Group,that,,10,,,0.49,Daniel remembers the agents who you say that archived the document pretty efficiently.,1101,4,,
5235,Experiment Group,filler_good,,8003,,,0.99,Lisa likes taking vacations.,8003,5,,
5235,Experiment Group,that,,9,,,0.52,Ben respects the professors who we assume that established the system long ago.,1091,6,,
5235,Experiment Group,null,,7,,,0.96,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,7,,
5235,Experiment Group,filler_bad,,9005,,,0.18,Who was that the principal would fire expected by the reporters?,9005,8,,
5235,Experiment Group,filler_good,,8004,,,0.95,Ali hates missing work. ,8004,9,,
5235,Experiment Group,filler_bad,,9008,,,0.22,Who is that the jail must release accepted by few citizens?,9008,10,,
5235,Experiment Group,that,,8,,,0.64,Charles notices the experts who you think that updated the software last month.,1081,11,,
5235,Experiment Group,null,,11,,,0.72,Paul visits the technicians who we claim processed the application earlier today.,1112,12,,
5235,Experiment Group,filler_bad,,9010,,,0.71,"Want to eat, James did the pie.",9010,13,,
5235,Experiment Group,filler_good,,8007,,,0.99,Valerie attempted to cancel her magazine subscription.,8007,14,,
5235,Experiment Group,that,,4,,,0.65,Kate calls the workers who you say that filed the complaint this week.,1041,15,,
5235,Experiment Group,null,,6,,,0.71,Emily meets the colleagues who you suppose finalized the plan right away.,1062,16,,
5235,Experiment Group,that,,5,,,0.53,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,17,,
5235,Experiment Group,filler_bad,,9011,,,0.1,"Refuse to write, Maria did the article.",9011,18,,
5235,Experiment Group,null,,1,,,0.97,Julia knows the students who you believe submitted the assignment on time.,1012,19,,
5235,Experiment Group,filler_good,,8001,,,0.97,Joshua hates eating sushi. ,8001,20,,
5235,Experiment Group,filler_bad,,9007,,,0.42,Who was that Martian kidnapped believed by no one?,9007,21,,
5235,Experiment Group,null,,3,,,0.86,Sophia identifies the researchers who we assume published the article last year.,1032,22,,
5235,Experiment Group,filler_good,,8012,,,0.96,It seems to Mike that Martha helped the student generously. ,8012,23,,
5235,Experiment Group,that,,12,,,0.56,Derek supports the directors who you suppose that approved the proposal that evening.,1121,24,,
5216,Experiment Group,,,,practice_good,practice_good,0.86,,,0,0,
5216,Experiment Group,,,,practice_bad,practice_bad,0.09,,,0,0,
5216,Experiment Group,filler_bad,,9004,,,0.02,The student was punished the student.,9004,1,,
5216,Experiment Group,null,,12,,,0.42,Derek supports the directors who you suppose approved the proposal that evening.,1122,2,,
5216,Experiment Group,filler_good,,8003,,,0.95,Lisa likes taking vacations.,8003,3,,
5216,Experiment Group,that,,4,,,0.36,Kate calls the workers who you say that filed the complaint this week.,1041,4,,
5216,Experiment Group,filler_bad,,9005,,,0.26,Who was that the principal would fire expected by the reporters?,9005,5,,
5216,Experiment Group,that,,8,,,0.32,Charles notices the experts who you think that updated the software last month.,1081,6,,
5216,Experiment Group,null,,2,,,0.49,Mary recognizes the employees who we think completed the report very early.,1022,7,,
5216,Experiment Group,filler_good,,8005,,,0.96,Vivian attempted to write short stories.,8005,8,,
5216,Experiment Group,filler_good,,8012,,,0.89,It seems to Mike that Martha helped the student generously. ,8012,9,,
5216,Experiment Group,null,,9,,,0.5,Ben respects the professors who we assume established the system long ago.,1092,10,,
5216,Experiment Group,that,,3,,,0.15,Sophia identifies the researchers who we assume that published the article last year.,1031,11,,
5216,Experiment Group,filler_bad,,9008,,,0.16,Who is that the jail must release accepted by few citizens?,9008,12,,
5216,Experiment Group,null,,11,,,0.35,Paul visits the technicians who we claim processed the application earlier today.,1112,13,,
5216,Experiment Group,filler_good,,8007,,,0.97,Valerie attempted to cancel her magazine subscription.,8007,14,,
5216,Experiment Group,filler_bad,,9010,,,0.17,"Want to eat, James did the pie.",9010,15,,
5216,Experiment Group,that,,5,,,0.15,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,16,,
5216,Experiment Group,null,,7,,,0.49,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,17,,
5216,Experiment Group,filler_bad,,9002,,,0.23,The money was stolen the money.,9002,18,,
5216,Experiment Group,filler_good,,8010,,,0.95,It seems to Dave that Gregory left deliberately. ,8010,19,,
5216,Experiment Group,that,,10,,,0.22,Daniel remembers the agents who you say that archived the document pretty efficiently.,1101,20,,
