workerid,proliferate.condition,first_response_value,item,item_number,item_type,response,sentence,sentence_id,trial_sequence_total,wrong_attempts,error
5451,Experiment Group,,15,,,0.55,Natalie invites the guests who we suppose delivered the packages this afternoon.,1152,31,,
5451,Experiment Group,,14,,,0.24,Kevin thanked the assistants who you think that prepared the presentation yesterday.,1141,32,,
5401,Experiment Group,,,practice_good,practice_good,0.98,,,0,0,
5401,Experiment Group,,,practice_bad,practice_bad,0.01,,,0,0,
5401,Experiment Group,,5,,,0.82,Janice edited the manuscript which we claim that the teachers reviewed quite early.,1053,1,,
5401,Experiment Group,,14,,,0.75,Kevin thanked the assistants who you think prepared the presentation yesterday.,1142,2,,
5401,Experiment Group,,16,,,0.32,Oliver examined the prototype which you assume the candidates designed last spring.,1164,3,,
5401,Experiment Group,,7,,,0.09,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,4,,
5401,Experiment Group,,9004,,,0.02,The visitors the paintings admires  in the museum yesterday.,9004,5,,
5401,Experiment Group,,6,,,0.34,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,6,,
5401,Experiment Group,,9007,,,0.03,"Promise to wash, Neal did the car.",9007,7,,
5401,Experiment Group,,10,,,0.63,Daniel remembers the agents who you said that archived the document pretty efficiently.,1101,8,,
5401,Experiment Group,,9001,,,0.02,John was kissed John.,9001,9,,
5401,Experiment Group,,8005,,,0.98,Vivian attempted to write short stories.,8005,10,,
5401,Experiment Group,,11,,,0.53,Paul visits the technicians who we claim that processed the application earlier today.,1111,11,,
5401,Experiment Group,,8008,,,0.98,It seems to Dave that Gregory left deliberately. ,8008,12,,
5401,Experiment Group,,3,,,0.83,Sophia identifies the researchers who we assume that published the article last year.,1031,13,,
5401,Experiment Group,,8001,,,0.98,Joshua hates eating sushi. ,8001,14,,
5401,Experiment Group,,8003,,,0.98,The manager reviewed the report before the meeting started.,8003,15,,
5401,Experiment Group,,8006,,,0.98,Tommy attempted to take a picture.,8006,16,,
5401,Experiment Group,,9008,,,0.01,"Want to eat, James did the pie.",9008,17,,
5401,Experiment Group,,15,,,0.33,Natalie invites the guests who we suppose that delivered the packages this afternoon.,1151,18,,
5401,Experiment Group,,9005,,,0.25,Who was that the principal would fire expected by the reporters?,9005,19,,
5401,Experiment Group,,12,,,0.6,Derek supports the directors who you supposed that approved the proposal that evening.,1121,20,,
5401,Experiment Group,,8007,,,0.89,It seems to Carla that Robert studied for the test effectively.,8007,21,,
5401,Experiment Group,,1,,,0.53,Julia knows the students who you believe that submitted the assignment on time.,1011,22,,
5401,Experiment Group,,8004,,,0.98,Anna borrowed a book from the library yesterday afternoon.,8004,23,,
5401,Experiment Group,,9003,,,0.22,Matthew the problem solved after thinking about it careful.,9003,24,,
5401,Experiment Group,,4,,,0.62,Kate called the workers who you said that filed the complaint this week.,1041,25,,
5401,Experiment Group,,8002,,,0.99,Barry likes drinking milkshakes. ,8002,26,,
5401,Experiment Group,,9006,,,0.15,What was that the movers would break feared by the family?,9006,27,,
5401,Experiment Group,,9002,,,0.01,The money was stolen the money.,9002,28,,
5401,Experiment Group,,13,,,0.93,Laura greets the neighbors who we believe organized the festival last weekend.,1132,29,,
5401,Experiment Group,,9,,,0.79,Ben respects the professors who we assume that established the system long ago.,1091,30,,
5401,Experiment Group,,8,,,0.72,Charles uninstalled the software which you think that the experts updated last month.,1083,31,,
5401,Experiment Group,,2,,,0.55,Mary read the report which we think the employees completed very early. ,1024,32,,
5430,Experiment Group,,,practice_good,practice_good,0.99,,,0,0,
5430,Experiment Group,,,practice_bad,practice_bad,0,,,0,0,
5430,Experiment Group,,16,,,0.75,Oliver interviewed the candidates who you assume designed the prototype last spring.,1162,1,,
5430,Experiment Group,,13,,,0.29,Laura attended the festival which we believe that the neighbors organized last weekend.,1133,2,,
5430,Experiment Group,,7,,,0.99,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,3,,
5430,Experiment Group,,8,,,1,Charles uninstalled the software which you think the experts updated last month.,1084,4,,
5430,Experiment Group,,9001,,,0,John was kissed John.,9001,5,,
5430,Experiment Group,,4,,,0.68,Kate called the workers who you said that filed the complaint this week.,1041,6,,
5430,Experiment Group,,9005,,,0,Who was that the principal would fire expected by the reporters?,9005,7,,
5430,Experiment Group,,3,,,0.99,Sophia identifies the researchers who we assume that published the article last year.,1031,8,,
5430,Experiment Group,,9007,,,0,"Promise to wash, Neal did the car.",9007,9,,
5430,Experiment Group,,15,,,0.61,Natalie invites the guests who we suppose that delivered the packages this afternoon.,1151,10,,
5430,Experiment Group,,9002,,,0,The money was stolen the money.,9002,11,,
5430,Experiment Group,,1,,,1,Julia knows the students who you believe that submitted the assignment on time.,1011,12,,
5430,Experiment Group,,9003,,,0,Matthew the problem solved after thinking about it careful.,9003,13,,
5430,Experiment Group,,8002,,,1,Barry likes drinking milkshakes. ,8002,14,,
5430,Experiment Group,,8001,,,1,Joshua hates eating sushi. ,8001,15,,
5430,Experiment Group,,8003,,,1,The manager reviewed the report before the meeting started.,8003,16,,
5430,Experiment Group,,8005,,,1,Vivian attempted to write short stories.,8005,17,,
5430,Experiment Group,,9008,,,0,"Want to eat, James did the pie.",9008,18,,
5430,Experiment Group,,9,,,0.71,Ben respects the professors who we assume that established the system long ago.,1091,19,,
5430,Experiment Group,,8006,,,1,Tommy attempted to take a picture.,8006,20,,
5430,Experiment Group,,8004,,,1,Anna borrowed a book from the library yesterday afternoon.,8004,21,,
5430,Experiment Group,,6,,,0.35,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,22,,
5430,Experiment Group,,8007,,,1,It seems to Carla that Robert studied for the test effectively.,8007,23,,
5430,Experiment Group,,9004,,,0.12,The visitors the paintings admires  in the museum yesterday.,9004,24,,
5430,Experiment Group,,12,,,0.28,Derek supports the directors who you supposed that approved the proposal that evening.,1121,25,,
5430,Experiment Group,,8008,,,1,It seems to Dave that Gregory left deliberately. ,8008,26,,
5430,Experiment Group,,9006,,,0.8,What was that the movers would break feared by the family?,9006,27,,
5430,Experiment Group,,5,,,1,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,28,,
5430,Experiment Group,,11,,,1,Paul visits the technicians who we claim that processed the application earlier today.,1111,29,,
5430,Experiment Group,,14,,,0.66,Kevin reviewed the presentation which you think that the assistants prepared yesterday.,1143,30,,
5430,Experiment Group,,10,,,1,Daniel remembers the agents who you said archived the document pretty efficiently.,1102,31,,
5430,Experiment Group,,2,,,1,Mary read the report which we think the employees completed very early. ,1024,32,,
5475,Experiment Group,,,practice_good,practice_good,0.79,,,0,0,
5475,Experiment Group,,,practice_bad,practice_bad,0.14,,,0,0,
5475,Experiment Group,,6,,,0.17,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,1,,
5475,Experiment Group,,2,,,0.7,Mary read the report which we think the employees completed very early. ,1024,2,,
5475,Experiment Group,,10,,,0.71,Daniel remembers the agents who you said archived the document pretty efficiently.,1102,3,,
5475,Experiment Group,,1,,,0.26,Julia graded the assignment which you believe that the students submitted on time.,1013,4,,
5475,Experiment Group,,8002,,,0.69,Barry likes drinking milkshakes. ,8002,5,,
5475,Experiment Group,,7,,,0.67,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,6,,
5475,Experiment Group,,9001,,,0.07,John was kissed John.,9001,7,,
5475,Experiment Group,,3,,,0.36,Sophia identifies the researchers who we assume that published the article last year.,1031,8,,
5475,Experiment Group,,9007,,,0.06,"Promise to wash, Neal did the car.",9007,9,,
5475,Experiment Group,,13,,,0.47,Laura greets the neighbors who we believe that organized the festival last weekend.,1131,10,,
5475,Experiment Group,,8003,,,0.56,The manager reviewed the report before the meeting started.,8003,11,,
5475,Experiment Group,,8005,,,0.62,Vivian attempted to write short stories.,8005,12,,
5475,Experiment Group,,9002,,,0.07,The money was stolen the money.,9002,13,,
5475,Experiment Group,,8,,,0.39,Charles notices the experts who you think that updated the software last month.,1081,14,,
5475,Experiment Group,,8007,,,0.52,It seems to Carla that Robert studied for the test effectively.,8007,15,,
5475,Experiment Group,,8001,,,0.74,Joshua hates eating sushi. ,8001,16,,
5475,Experiment Group,,8008,,,0.62,It seems to Dave that Gregory left deliberately. ,8008,17,,
5475,Experiment Group,,4,,,0.61,Kate called the workers who you said that filed the complaint this week.,1041,18,,
5475,Experiment Group,,8004,,,0.17,Anna borrowed a book from the library yesterday afternoon.,8004,19,,
5475,Experiment Group,,9003,,,0.15,Matthew the problem solved after thinking about it careful.,9003,20,,
5475,Experiment Group,,9004,,,0.19,The visitors the paintings admires  in the museum yesterday.,9004,21,,
5475,Experiment Group,,16,,,0.2,Oliver interviewed the candidates who you assume that designed the prototype last spring.,1161,22,,
5475,Experiment Group,,9006,,,0.18,What was that the movers would break feared by the family?,9006,23,,
5475,Experiment Group,,12,,,0.22,Derek supports the directors who you supposed that approved the proposal that evening.,1121,24,,
5475,Experiment Group,,8006,,,0.75,Tommy attempted to take a picture.,8006,25,,
5475,Experiment Group,,9008,,,0.08,"Want to eat, James did the pie.",9008,26,,
5475,Experiment Group,,9005,,,0.2,Who was that the principal would fire expected by the reporters?,9005,27,,
5475,Experiment Group,,9,,,0.38,Ben respects the professors who we assume that established the system long ago.,1091,28,,
5475,Experiment Group,,11,,,0.57,Paul filed the application which we claim the technicians processed earlier today.,1114,29,,
5475,Experiment Group,,15,,,0.49,Natalie invites the guests who we suppose that delivered the packages this afternoon.,1151,30,,
5475,Experiment Group,,5,,,0.68,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,31,,
5475,Experiment Group,,14,,,0.57,Kevin reviewed the presentation which you think that the assistants prepared yesterday.,1143,32,,
5429,Experiment Group,,,practice_good,practice_good,0.98,,,0,0,
5429,Experiment Group,,,practice_bad,practice_bad,0.02,,,0,0,
5429,Experiment Group,,9,,,0.91,Ben trusts nue system which we assume the professors established long ago.,1094,1,,
5429,Experiment Group,,7,,,0.49,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,2,,
5429,Experiment Group,,3,,,0.92,Sophia identifies the researchers who we assume published the article last year.,1032,3,,
5429,Experiment Group,,4,,,0.98,Kate documented the complaint which you said that the workers filed this week.,1043,4,,
5429,Experiment Group,,8001,,,0.98,Joshua hates eating sushi. ,8001,5,,
5429,Experiment Group,,9003,,,0.74,Matthew the problem solved after thinking about it careful.,9003,6,,
5429,Experiment Group,,13,,,0.83,Laura greets the neighbors who we believe that organized the festival last weekend.,1131,7,,
5429,Experiment Group,,8002,,,0.98,Barry likes drinking milkshakes. ,8002,8,,
5429,Experiment Group,,10,,,0.67,Daniel remembers the agents who you said that archived the document pretty efficiently.,1101,9,,
5429,Experiment Group,,8006,,,0.98,Tommy attempted to take a picture.,8006,10,,
5429,Experiment Group,,12,,,0.59,Derek supports the directors who you supposed that approved the proposal that evening.,1121,11,,
5429,Experiment Group,,9002,,,0.01,The money was stolen the money.,9002,12,,
5429,Experiment Group,,9007,,,0.6,"Promise to wash, Neal did the car.",9007,13,,
5429,Experiment Group,,8003,,,0.99,The manager reviewed the report before the meeting started.,8003,14,,
5429,Experiment Group,,8,,,0.61,Charles notices the experts who you think that updated the software last month.,1081,15,,
5429,Experiment Group,,9008,,,0.3,"Want to eat, James did the pie.",9008,16,,
5429,Experiment Group,,8008,,,0.99,It seems to Dave that Gregory left deliberately. ,8008,17,,
5429,Experiment Group,,6,,,0.53,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,18,,
5429,Experiment Group,,8005,,,0.99,Vivian attempted to write short stories.,8005,19,,
5429,Experiment Group,,1,,,0.65,Julia knows the students who you believe that submitted the assignment on time.,1011,20,,
5429,Experiment Group,,9001,,,0.88,John was kissed John.,9001,21,,
